GeneID:ID|Synonyms:String[]|Description|Source|:Label
PCYC:LMRG_01993|LMRG_01993|FIG000414: DNA polymerase III subunits gamma and tau (EC 2.7.7.7)|PlantCyc_Gene|Gene
PCYC:LMRG_02239|LMRG_02239|protein from nitrogen regulatory protein P-II (GLNB) family, ortholog YAAQ B. subtilis|PlantCyc_Gene|Gene
PCYC:LMRG_01887|LMRG_01887|FIG000279: GTPase and tRNA-U34 5-formylation enzyme TrmE|PlantCyc_Gene|Gene
PCYC:LMRG_01090|LMRG_01090|FIG011032: hypothetical protein YpbB|PlantCyc_Gene|Gene
PCYC:LMRG_02616|LMRG_02616|FIG007923: ABC transporter, ATP-binding protein|PlantCyc_Gene|Gene
PCYC:LMRG_00001|LMRG_00001|FIG019632: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_01810|LMRG_01810|FIG013816: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_00145|LMRG_00145|FIG002343: hypothetical protein-2|PlantCyc_Gene|Gene
PCYC:LMRG_01281|LMRG_01281|FIG008234: CAAX amino terminal protease family protein|PlantCyc_Gene|Gene
PCYC:LMRG_02802|LMRG_02802|FIG006336: Transcription antiterminator, BglG family|PlantCyc_Gene|Gene
PCYC:LMRG_02958|LMRG_02958|FIG136522: Ribonuclease BN (EC 3.1.-.-)|PlantCyc_Gene|Gene
PCYC:LMRG_02294|LMRG_02294;lmo0870|hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_00190|LMRG_00190|Ribose-phosphate pyrophosphokinase (EC 2.7.6.1)|PlantCyc_Gene|Gene
PCYC:LMRG_02971|LMRG_02971|3,5/4-trihydroxycyclohexa-1,2-dione hydrolase|PlantCyc_Gene|Gene
PCYC:LMRG_00316|LMRG_00316|PTS system, fructose-specific IIB component (EC 2.7.1.69)|PlantCyc_Gene|Gene
PCYC:LMRG_02581|yycI;lmo0290|Regulator of YycFG|PlantCyc_Gene|Gene
PCYC:LMRG_01081|LMRG_01081|DNA-binding protein HBsu|PlantCyc_Gene|Gene
PCYC:LMRG_00782|LMRG_00782|FIG001561: Probable GTPase related to EngC|PlantCyc_Gene|Gene
PCYC:LMRG_02029|LMRG_02029|FIG007463: Metal-dependent hydrolase (EC 3.-.-.-)|PlantCyc_Gene|Gene
PCYC:LMRG_01279|LMRG_01279|Maltose/maltodextrin ABC transporter, substrate binding periplasmic protein MalE|PlantCyc_Gene|Gene
PCYC:LMRG_02717|LMRG_02717|FIG007923: ABC transporter, ATP-binding protein|PlantCyc_Gene|Gene
PCYC:LMRG_02071|dltC;lmo0972|D-alanyl carrier protein|PlantCyc_Gene|Gene
PCYC:LMRG_00291|LMRG_00291|FIG091061: ABC-type multidrug/protein/lipid transport system, ATPase component|PlantCyc_Gene|Gene
PCYC:LMRG_01099|LMRG_01099|Diaminopimelate decarboxylase (EC 4.1.1.20)|PlantCyc_Gene|Gene
PCYC:LMRG_02406|LMRG_02406|FIG172597: STAS domain protein|PlantCyc_Gene|Gene
PCYC:LMRG_00024|LMRG_00024|FIG064728: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_02133|LMRG_02133|FIG005064: transcriptional regulator, MerR family|PlantCyc_Gene|Gene
PCYC:LMRG_02160|LMRG_02160|LSU ribosomal protein L18p (L5e)|PlantCyc_Gene|Gene
PCYC:LMRG_00776|LMRG_00776|YlxP-like protein|PlantCyc_Gene|Gene
PCYC:LMRG_01655|LMRG_01655|FIG008036: membrane protein|PlantCyc_Gene|Gene
PCYC:LMRG_00101|LMRG_00101|FIG007539: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_01320|LMRG_01320|FIG000782: Exonuclease SbcD|PlantCyc_Gene|Gene
PCYC:LMRG_01736|LMRG_01736|ComF operon protein C|PlantCyc_Gene|Gene
PCYC:LMRG_00045|LMRG_00045|FIG007262: long-chain acyl-CoA synthetase|PlantCyc_Gene|Gene
PCYC:LMRG_00401|LMRG_00401|Flagellar hook-basal body complex protein FliE|PlantCyc_Gene|Gene
PCYC:LMRG_02119|LMRG_02119|FIG004944: S1 RNA binding domain|PlantCyc_Gene|Gene
PCYC:LMRG_02951|LMRG_02951|FIG008222: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_01576|LMRG_01576|FIG007305: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_00669|LMRG_00669|FIG007923: ABC transporter, ATP-binding protein|PlantCyc_Gene|Gene
PCYC:LMRG_02436|cls;lmo0008|Cardiolipin synthetase|PlantCyc_Gene|Gene
PCYC:LMRG_01432|LMRG_01432|Glycerol kinase (EC 2.7.1.30)|PlantCyc_Gene|Gene
PCYC:LMRG_00546|LMRG_00546|FIG000368: dTDP-4-dehydrorhamnose reductase (EC 1.1.1.133)|PlantCyc_Gene|Gene
PCYC:LMRG_01998|LMRG_01998|FIG006971: Cof-like hydrolase|PlantCyc_Gene|Gene
PCYC:LMRG_01079|LMRG_01079|Heptaprenyl diphosphate synthase component I (EC 2.5.1.30)|PlantCyc_Gene|Gene
PCYC:LMRG_00407|LMRG_00407|FIG007885: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_02261|hpt;uhpT;lmo0837|Hexose phosphate transporter|PlantCyc_Gene|Gene
PCYC:LMRG_02304|LMRG_02304;lmo0880|Putative peptidoglycan bound protein (LPXTG motif)|PlantCyc_Gene|Gene
PCYC:LMRG_02188|LMRG_02188|FIG010885: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_02118|LMRG_02118|Cytoplasmic copper homeostasis protein cutC|PlantCyc_Gene|Gene
PCYC:LMRG_00949|LMRG_00949|Signal recognition particle associated protein|PlantCyc_Gene|Gene
PCYC:LMRG_00904|LMRG_00904|FIG146262: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_02792|LMRG_02792|FIG019032: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_01600|LMRG_01600|FIG025610: Hemolysins and related proteins containing CBS domains|PlantCyc_Gene|Gene
PCYC:LMRG_01369|LMRG_01369|Tyrosyl-tRNA synthetase (EC 6.1.1.1) ## cluster 1|PlantCyc_Gene|Gene
PCYC:LMRG_02689|LMRG_02689|FIG007201: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_02554|LMRG_02554|FIG007835: Transcriptional regulator, TetR family|PlantCyc_Gene|Gene
PCYC:LMRG_01937|LMRG_01937|FIG006860: ATPase associated with chromosome architecture/replication|PlantCyc_Gene|Gene
PCYC:LMRG_01184|LMRG_01184|FIG047056: UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase (EC 2.4.1.227)|PlantCyc_Gene|Gene
PCYC:LMRG_01145|LMRG_01145|PTS system, mannose-specific IIA component (EC 2.7.1.69)|PlantCyc_Gene|Gene
PCYC:LMRG_01111|LMRG_01111|FIG001005: ABC-type multidrug transport system, ATPase component|PlantCyc_Gene|Gene
PCYC:LMRG_02417|LMRG_02417|L-rhamnose mutarotase|PlantCyc_Gene|Gene
PCYC:LMRG_00711|LMRG_00711|Ans operon transcriptional repressor|PlantCyc_Gene|Gene
PCYC:LMRG_00077|LMRG_00077|5-deoxy-glucuronate isomerase|PlantCyc_Gene|Gene
PCYC:LMRG_02724|LMRG_02724|Na(+) H(+) antiporter subunit B|PlantCyc_Gene|Gene
PCYC:LMRG_01378|argB;lmo1589|Acetylglutamate kinase|PlantCyc_Gene|Gene
PCYC:LMRG_01366|LMRG_01366|FIG007263: general stress protein|PlantCyc_Gene|Gene
PCYC:LMRG_01303|LMRG_01303|S-adenosylmethionine synthetase (EC 2.5.1.6)|PlantCyc_Gene|Gene
PCYC:LMRG_00114|LMRG_00114|Transcriptional regulator, PadR family|PlantCyc_Gene|Gene
PCYC:LMRG_02827|LMRG_02827|Translation initiation factor 3|PlantCyc_Gene|Gene
PCYC:LMRG_01390|LMRG_01390|FIG002379: metal-dependent hydrolase|PlantCyc_Gene|Gene
PCYC:LMRG_00051|LMRG_00051|Transcriptional regulator of rhamnose utilization, DeoR family|PlantCyc_Gene|Gene
PCYC:LMRG_02680|LMRG_02680|FIG006354: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_01771|LMRG_01771|UDP-glucose 4-epimerase (EC 5.1.3.2)|PlantCyc_Gene|Gene
PCYC:LMRG_01792|pgm;lmo2456|2,3-bisphosphoglycerate-independent phosphoglycerate mutase|PlantCyc_Gene|Gene
PCYC:LMRG_02063|LMRG_02063|YjbH-like, GTP pyrophosphokinase domain|PlantCyc_Gene|Gene
PCYC:LMRG_01480|gadT2;gadC;lmo2362|Probable glutamate/gamma-aminobutyrate antiporter|PlantCyc_Gene|Gene
PCYC:LMRG_02252|LMRG_02252|Pyruvate-flavodoxin oxidoreductase (EC 1.2.7.-)|PlantCyc_Gene|Gene
PCYC:LMRG_00450|LMRG_00450|GTP-binding protein related to HflX|PlantCyc_Gene|Gene
PCYC:LMRG_01046|LMRG_01046|DinG family ATP-dependent helicase YoaA|PlantCyc_Gene|Gene
PCYC:LMRG_01851|LMRG_01851|NifU family protein|PlantCyc_Gene|Gene
PCYC:LMRG_02608|LMRG_02608|FIG008075: Phosphoglycerate mutase family|PlantCyc_Gene|Gene
PCYC:LMRG_02617|LMRG_02617|FIG008857: ABC transporter, permease protein|PlantCyc_Gene|Gene
PCYC:LMRG_01118|LMRG_01118|FIG019011: Integral membrane protein|PlantCyc_Gene|Gene
PCYC:LMRG_02499|LMRG_02499|Phosphoribosylaminoimidazole-succinocarboxamide synthase (EC 6.3.2.6)|PlantCyc_Gene|Gene
PCYC:LMRG_00824|LMRG_00824|Dihydrolipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex (EC 2.3.1.168)|PlantCyc_Gene|Gene
PCYC:LMRG_01812|LMRG_01812|Beta-glucoside bgl operon antiterminator, BglG family|PlantCyc_Gene|Gene
PCYC:LMRG_01093|LMRG_01093|FIG008284: Acyl-CoA hydrolase (EC 3.1.2.20)|PlantCyc_Gene|Gene
PCYC:LMRG_01373|LMRG_01373|Septation ring formation regulator EzrA|PlantCyc_Gene|Gene
PCYC:LMRG_00040|LMRG_00040|FIG006444: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_00355|LMRG_00355|FIG007462: ABC transporter, permease protein|PlantCyc_Gene|Gene
PCYC:LMRG_01075|LMRG_01075|FIG000212: Chorismate synthase (EC 4.2.3.5)|PlantCyc_Gene|Gene
PCYC:LMRG_02679|LMRG_02679|FIG008927: lincomycin resistance protein LmrB|PlantCyc_Gene|Gene
PCYC:LMRG_00563|LMRG_00563|FIG015840: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_00593|LMRG_00593|FIG009481: Propanediol utilization transcriptional activator|PlantCyc_Gene|Gene
PCYC:LMRG_01782|LMRG_01782|FIG006718: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_01957|LMRG_01957|NAD-dependent protein deacetylase of SIR2 family|PlantCyc_Gene|Gene
PCYC:LMRG_00818|LMRG_00818|FIG000317: DNA repair protein RecN|PlantCyc_Gene|Gene
PCYC:LMRG_02580|yycJ;lmo0291|Zn-dependent hydrolase (beta-lactamase superfamily)|PlantCyc_Gene|Gene
PCYC:LMRG_01061|LMRG_01061|FIG010117: EAL domain protein|PlantCyc_Gene|Gene
PCYC:LMRG_02629|LMRG_02629|FIG008215: hypothetical lipoprotein|PlantCyc_Gene|Gene
PCYC:LMRG_02838|LMRG_02838|2-amino-4-hydroxy-6- hydroxymethyldihydropteridine pyrophosphokinase (EC 2.7.6.3)|PlantCyc_Gene|Gene
PCYC:LMRG_01052|LMRG_01052|FIG000289: tRNA nucleotidyltransferase (EC 2.7.7.21) (EC 2.7.7.25)|PlantCyc_Gene|Gene
PCYC:LMRG_00412|LMRG_00412|FIG010013: methyl-accepting chemotaxis protein|PlantCyc_Gene|Gene
PCYC:LMRG_02057|yvoA;lmo0958;nagR|Predicted transcriptional repressor of N-Acetylglucosamine utilization, GntR family|PlantCyc_Gene|Gene
PCYC:LMRG_01806|LMRG_01806|FIG008464: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_00262|LMRG_00262|FIG007802: phospholipase/carboxylesterase family protein|PlantCyc_Gene|Gene
PCYC:LMRG_02526|virR;lmo1745|Two-component system response regulator VirR|PlantCyc_Gene|Gene
PCYC:LMRG_01078|LMRG_01078|FIG006851: Ubiquinone/menaquinone biosynthesis methyltransferase UbiE (EC 2.1.1.-)|PlantCyc_Gene|Gene
PCYC:LMRG_02205|LMRG_02205|Transketolase (EC 2.2.1.1)|PlantCyc_Gene|Gene
PCYC:LMRG_00030|LMRG_00030|FIG018397: Inorganic pyrophosphatase|PlantCyc_Gene|Gene
PCYC:LMRG_01497|LMRG_01497|L-Cystine ABC transporter, ATP-binding protein TcyN|PlantCyc_Gene|Gene
PCYC:LMRG_01296|LMRG_01296|FIG100821: Zinc ABC transporter, periplasmic-binding protein ZnuA|PlantCyc_Gene|Gene
PCYC:LMRG_00141|LMRG_00141|FIG007982: membrane protein|PlantCyc_Gene|Gene
PCYC:LMRG_02512|LMRG_02512|ATP-dependent DNA helicase UvrD/PcrA|PlantCyc_Gene|Gene
PCYC:LMRG_00447|LMRG_00447|FIG134517: Glyoxalase family protein|PlantCyc_Gene|Gene
PCYC:LMRG_00193|LMRG_00193|FIG007274: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_01102|LMRG_01102|FIG000725: Site-specific recombinase XerD|PlantCyc_Gene|Gene
PCYC:LMRG_01551|LMRG_01551|Protein gp22 [Bacteriophage A118]|PlantCyc_Gene|Gene
PCYC:LMRG_02691|LMRG_02691|Cof-like hydrolase, HAD-superfamily, subfamily IIB|PlantCyc_Gene|Gene
PCYC:LMRG_02232|LMRG_02232|FIG017520: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_00585|LMRG_00585|Cob(III)alamin reductase @ Cob(II)alamin reductase|PlantCyc_Gene|Gene
PCYC:LMRG_00751|LMRG_00751|FIG007579: acetyltransferase, GNAT family|PlantCyc_Gene|Gene
PCYC:LMRG_02959|LMRG_02959|FIG004125: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_00755|LMRG_00755|Transketolase (EC 2.2.1.1)|PlantCyc_Gene|Gene
PCYC:LMRG_02879|LMRG_02879|FIG009585: hypothetical secreted protein|PlantCyc_Gene|Gene
PCYC:LMRG_02847|LMRG_02847|Synthetic lethal KAR3-like protein|PlantCyc_Gene|Gene
PCYC:LMRG_02664|LMRG_02664|Hypothetical protein DUF901, similar to C-terminal domain of ribosome protection-type Tc-resistance proteins|PlantCyc_Gene|Gene
PCYC:LMRG_01063|LMRG_01063|putative esterase|PlantCyc_Gene|Gene
PCYC:LMRG_01137|LMRG_01137|3-isopropylmalate dehydratase large subunit (EC 4.2.1.33)|PlantCyc_Gene|Gene
PCYC:LMRG_02751|LMRG_02751|FIG002443: Cell wall-binding protein|PlantCyc_Gene|Gene
PCYC:LMRG_00133|LMRG_00133|Cell division protein FtsI [Peptidoglycan synthetase] (EC 2.4.1.129)|PlantCyc_Gene|Gene
PCYC:LMRG_01242|LMRG_01242|Argininosuccinate lyase (EC 4.3.2.1)|PlantCyc_Gene|Gene
PCYC:LMRG_01041|LMRG_01041|Endonuclease III (EC 4.2.99.18)|PlantCyc_Gene|Gene
PCYC:LMRG_02850|LMRG_02850|FIG017410: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_02112|LMRG_02112|N-acetyl-L,L-diaminopimelate deacetylase (EC 3.5.1.47)|PlantCyc_Gene|Gene
PCYC:LMRG_01908|LMRG_01908|FIG001891: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_00665|LMRG_00665|FIG007732: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_00987|LMRG_00987|Uracil phosphoribosyltransferase (EC 2.4.2.9) / Pyrimidine operon regulatory protein PyrR|PlantCyc_Gene|Gene
PCYC:LMRG_01352|LMRG_01352|FIG002549: metallo-beta-lactamase family protein|PlantCyc_Gene|Gene
PCYC:LMRG_01051|LMRG_01051|FIG000692: Biotin-protein ligase (EC 6.3.4.15) / Biotin operon repressor|PlantCyc_Gene|Gene
PCYC:LMRG_00978|LMRG_00978|Orotate phosphoribosyltransferase (EC 2.4.2.10)|PlantCyc_Gene|Gene
PCYC:LMRG_00300|LMRG_00300|FIG008971: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_01302|LMRG_01302|FIG013679: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_01273|LMRG_01273|FIG137498: uncharacterized secreted protein, YBBR Bacillus subtilis homolog|PlantCyc_Gene|Gene
PCYC:LMRG_01523|LMRG_01523|Protein gp45 [Bacteriophage A118]|PlantCyc_Gene|Gene
PCYC:LMRG_02068|LMRG_02068|Similar to ribosomal large subunit pseudouridine synthase D, Bacillus subtilis YjbO type|PlantCyc_Gene|Gene
PCYC:LMRG_02203|LMRG_02203|Diamine acetyltransferase (EC 2.3.1.57)|PlantCyc_Gene|Gene
PCYC:LMRG_01169|divIVA;lmo2020|Cell division initiation protein DivIVA|PlantCyc_Gene|Gene
PCYC:LMRG_00162|LMRG_00162|antigen, putative|PlantCyc_Gene|Gene
PCYC:LMRG_00115|LMRG_00115|FIG007090: RNA polymerase sigma-70 factor, ECF subfamily|PlantCyc_Gene|Gene
PCYC:LMRG_02472|arcA;lmo0043|Arginine deiminase|PlantCyc_Gene|Gene
PCYC:LMRG_01113|LMRG_01113|FIG003504: 5-bromo-4-chloroindolyl phosphate hydrolysis protein|PlantCyc_Gene|Gene
PCYC:LMRG_02828|LMRG_02828|LSU ribosomal protein L35p|PlantCyc_Gene|Gene
PCYC:LMRG_00186|LMRG_00186|Ribulose-phosphate 3-epimerase (EC 5.1.3.1)|PlantCyc_Gene|Gene
PCYC:LMRG_00140|gadT1;lmo0448|Probable glutamate/gamma-aminobutyrate antiporter|PlantCyc_Gene|Gene
PCYC:LMRG_01321|LMRG_01321|FIG021535: Exonuclease SbcC|PlantCyc_Gene|Gene
PCYC:LMRG_00495|LMRG_00495|Unknown pentose kinase TM0952|PlantCyc_Gene|Gene
PCYC:LMRG_02166|LMRG_02166|LSU ribosomal protein L14p (L23e)|PlantCyc_Gene|Gene
PCYC:LMRG_01647|LMRG_01647|Cell surface protein IsdA, transfers heme from hemoglobin to apo-IsdC|PlantCyc_Gene|Gene
PCYC:LMRG_00583|LMRG_00583|similar to putative 3-Demethylubiquinone-9 3-Methyltransferase, Phnb protein|PlantCyc_Gene|Gene
PCYC:LMRG_00043|LMRG_00043|Transcriptional regulator of rhamnose utilization, DeoR family|PlantCyc_Gene|Gene
PCYC:LMRG_02515|LMRG_02515|FIG000432: Aspartyl-tRNA(Asn) amidotransferase subunit C (EC 6.3.5.6) @ Glutamyl-tRNA(Gln) amidotransferase subunit C (EC 6.3.5.7)|PlantCyc_Gene|Gene
PCYC:LMRG_02237|LMRG_02237|FIG007128: Transcriptional regulator, TetR family|PlantCyc_Gene|Gene
PCYC:LMRG_02058|LMRG_02058|FIG102695: Undecaprenyl-phosphate N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.-)|PlantCyc_Gene|Gene
PCYC:LMRG_00268|LMRG_00268|FIG003574: cell surface protein precursor|PlantCyc_Gene|Gene
PCYC:LMRG_01590|LMRG_01590|FIG000328: Methylated-DNA--protein-cysteine methyltransferase (EC 2.1.1.63)|PlantCyc_Gene|Gene
PCYC:LMRG_00985|LMRG_00985|Aspartate carbamoyltransferase (EC 2.1.3.2)|PlantCyc_Gene|Gene
PCYC:LMRG_02391|LMRG_02391|FIG020892: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_00059|LMRG_00059|Ferrous iron transport peroxidase EfeB|PlantCyc_Gene|Gene
PCYC:LMRG_01899|LMRG_01899|FIG006743: hydrolase, haloacid dehalogenase-like family|PlantCyc_Gene|Gene
PCYC:LMRG_00171|LMRG_00171|FIG142847: Shikimate/quinate 5-dehydrogenase I beta (EC 1.1.1.282)|PlantCyc_Gene|Gene
PCYC:LMRG_00050|LMRG_00050|FIG003514: Fructose-bisphosphate aldolase class II (EC 4.1.2.13) homolog|PlantCyc_Gene|Gene
PCYC:LMRG_02678|LMRG_02678|FIG009430: Transcriptional regulator, TetR family|PlantCyc_Gene|Gene
PCYC:LMRG_00682|LMRG_00682|FIG008111: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_00108|LMRG_00108|FIG007821: DNA-binding protein|PlantCyc_Gene|Gene
PCYC:LMRG_00111|LMRG_00111|FIG009672: membrane protein|PlantCyc_Gene|Gene
PCYC:LMRG_01096|LMRG_01096|FIG001949: Ribosomal large subunit pseudouridine synthase B (EC 4.2.1.70) ## LSU Psi2605|PlantCyc_Gene|Gene
PCYC:LMRG_02697|LMRG_02697;lmo2571|Nicotinamidase|PlantCyc_Gene|Gene
PCYC:LMRG_02074|LMRG_02074|hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_02352|LMRG_02352|FIG007570: nitroreductase family protein|PlantCyc_Gene|Gene
PCYC:LMRG_01826|LMRG_01826|Phosphate regulon transcriptional regulatory protein PhoB|PlantCyc_Gene|Gene
PCYC:LMRG_02327|LMRG_02327|ADA regulatory protein / Methylated-DNA--protein-cysteine methyltransferase (EC 2.1.1.63)|PlantCyc_Gene|Gene
PCYC:LMRG_01691|LMRG_01691|2-deoxy-5-keto-D-gluconic acid 6-phosphate aldolase|PlantCyc_Gene|Gene
PCYC:LMRG_01634|LMRG_01634|FIG000055: Tryptophanyl-tRNA synthetase (EC 6.1.1.2)|PlantCyc_Gene|Gene
PCYC:LMRG_00690|LMRG_00690|FIG012578: Phosphoglycerate mutase family|PlantCyc_Gene|Gene
PCYC:LMRG_00705|LMRG_00705|FIG007656: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_02637|LMRG_02637|Low temperature requirement B protein|PlantCyc_Gene|Gene
PCYC:LMRG_00405|LMRG_00405|Flagellum-specific ATP synthase FliI|PlantCyc_Gene|Gene
PCYC:LMRG_00967|LMRG_00967|Serine/threonine protein kinase PrkC, regulator of stationary phase|PlantCyc_Gene|Gene
PCYC:LMRG_00027|LMRG_00027|FIG007411: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_01428|LMRG_01428|LSU ribosomal protein L21p|PlantCyc_Gene|Gene
PCYC:LMRG_00941|LMRG_00941|Nicotinate-nucleotide adenylyltransferase (EC 2.7.7.18) ## bacterial NadD family|PlantCyc_Gene|Gene
PCYC:LMRG_01589|LMRG_01589|ADA regulatory protein / Methylated-DNA--protein-cysteine methyltransferase (EC 2.1.1.63)|PlantCyc_Gene|Gene
PCYC:LMRG_01363|LMRG_01363|Alkyl hydroperoxide reductase subunit C-like protein|PlantCyc_Gene|Gene
PCYC:LMRG_00095|LMRG_00095|FIG011312: PRD/PTS system IIA 2 domain protein|PlantCyc_Gene|Gene
PCYC:LMRG_01801|LMRG_01801|FIG009508: transcriptional activator|PlantCyc_Gene|Gene
PCYC:LMRG_02247|LMRG_02247|FIG007742: transcriptional regulator, MerR family|PlantCyc_Gene|Gene
PCYC:LMRG_02972|LMRG_02972|FIG028103: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_00945|LMRG_00945|FIG001553: Hydrolase, HAD subfamily IIIA|PlantCyc_Gene|Gene
PCYC:LMRG_00097|LMRG_00097|FIG007192: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_00882|LMRG_00882|FIG008788: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_01045|LMRG_01045|FIG009611: hyothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_00628|LMRG_00628|Ethanolamine utilization protein similar to PduL|PlantCyc_Gene|Gene
PCYC:LMRG_02809|LMRG_02809;lmo2131|hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_02138|LMRG_02138|CRISPR-associated protein, SAG0894 family|PlantCyc_Gene|Gene
PCYC:LMRG_00197|LMRG_00197|FIG014180: Capsule biosynthesis protein capA|PlantCyc_Gene|Gene
PCYC:LMRG_02210|LMRG_02210|PTS system, galactitol-specific IIC component (EC 2.7.1.69)|PlantCyc_Gene|Gene
PCYC:LMRG_01412|LMRG_01412|Porphobilinogen deaminase (EC 2.5.1.61)|PlantCyc_Gene|Gene
PCYC:LMRG_02446|LMRG_02446;lmo0017|Similar to capsule biosynthesis protein capA|PlantCyc_Gene|Gene
PCYC:LMRG_02038|LMRG_02038|FIG008645: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_00493|LMRG_00493|Transketolase, N-terminal section (EC 2.2.1.1)|PlantCyc_Gene|Gene
PCYC:LMRG_00888|LMRG_00888|FIG000132: Aspartokinase (EC 2.7.2.4)|PlantCyc_Gene|Gene
PCYC:LMRG_00336|LMRG_00336|FIG009352: Transcriptional regulator, GntR family|PlantCyc_Gene|Gene
PCYC:LMRG_02718|LMRG_02718|FIG017542: PTS system, IIB component|PlantCyc_Gene|Gene
PCYC:LMRG_00936|LMRG_00936|dCMP deaminase (EC 3.5.4.12); Late competence protein ComEB|PlantCyc_Gene|Gene
PCYC:LMRG_02508|LMRG_02508|His repressor|PlantCyc_Gene|Gene
PCYC:LMRG_00093|LMRG_00093|PTS system, fructose-specific, IIC component|PlantCyc_Gene|Gene
PCYC:LMRG_02329|LMRG_02329|Glyoxylate reductase (EC 1.1.1.79) / Glyoxylate reductase (EC 1.1.1.26) / Hydroxypyruvate reductase (EC 1.1.1.81)|PlantCyc_Gene|Gene
PCYC:LMRG_00696|LMRG_00696|FIG007422: transporter|PlantCyc_Gene|Gene
PCYC:LMRG_01581|LMRG_01581|FIG010201: Amino acid ABC transporter, amino acid-binding/permease protein|PlantCyc_Gene|Gene
PCYC:LMRG_00503|LMRG_00503|FIG058758: Molybdopterin biosynthesis protein MoeA|PlantCyc_Gene|Gene
PCYC:LMRG_01494|LMRG_01494|L-Cystine ABC transporter, periplasmic cystine-binding protein TcyK|PlantCyc_Gene|Gene
PCYC:LMRG_00780|LMRG_00780|SSU ribosomal protein S15p (S13e)|PlantCyc_Gene|Gene
PCYC:LMRG_02532|LMRG_02532|FIG229310: amino acid ABC transporter, ATP-binding protein|PlantCyc_Gene|Gene
PCYC:LMRG_02328|LMRG_02328|FIG007829: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_00019|LMRG_00019|FIG011400: transcriptional activator of Lmo0327 homolog|PlantCyc_Gene|Gene
PCYC:LMRG_01997|LMRG_01997|FIG003705: oxidoreductase of aldo/keto reductase family, subgroup 2|PlantCyc_Gene|Gene
PCYC:LMRG_00349|LMRG_00349|FIG172611: Novel pyridoxal kinase, thiD family (EC 2.7.1.35)|PlantCyc_Gene|Gene
PCYC:LMRG_02954|LMRG_02954|FIG008738: CAAX amino terminal protease family protein|PlantCyc_Gene|Gene
PCYC:LMRG_00131|LMRG_00131;lmo0439|hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_02612|LMRG_02612|Internalin E (LPXTG motif)|PlantCyc_Gene|Gene
PCYC:LMRG_02646|inlC2|Internalin C2|PlantCyc_Gene|Gene
PCYC:LMRG_01526|LMRG_01526|Protein gp49, replication initiation [Bacteriophage A118]|PlantCyc_Gene|Gene
PCYC:LMRG_00731|LMRG_00731|FIG002515: 4-hydroxybenzoyl-CoA thioesterase family active site|PlantCyc_Gene|Gene
PCYC:LMRG_00089|LMRG_00089|Pyrroline-5-carboxylate reductase (EC 1.5.1.2)|PlantCyc_Gene|Gene
PCYC:LMRG_00713|LMRG_00713|FIG009588: hypothetical protein|PlantCyc_Gene|Gene
